Latitude,Longitude,City,Community,ProjectName,Q1Enrollments,Q2Enrollments,Q3Enrollments
34.03702999,-118.240698,Los Angeles,Downtown,Produce Apartments,1,1,2
34.04458502,-118.241251,Los Angeles,Downtown,Hart Hotel,NULL,NULL,2
34.13111199,-118.030857,Arcadia,Arcadia,CA0438 HACLA SPC Scattered Sites,NULL,NULL,NULL
34.04908401,-118.245456,Los Angeles,Downtown,CA1224 St. George Hotel 15,1,2,NULL
34.04356901,-118.244539,Los Angeles,Downtown,CA1217 Abbey Cobb 118,3,4,5
34.027388,-118.493774,Santa Monica,Santa Monica,CA0518 Family Place Transitional SHP,3,26,10
34.041476,-118.246387,Los Angeles,Downtown,Rainbow 87,4,3,1
34.040065,-118.320684,Los Angeles,Arlington Heights,Gramercy Court,NULL,NULL,NULL
34.095419,-118.309407,Los Angeles,Hollywood,ROP SHPCDBG,3,4,5
34.095419,-118.309407,Los Angeles,Hollywood,CES Crisis Housing Program Youth,17,24,4
34.04283824,-118.2434449,Los Angeles,Downtown,CES Crisis Housing Program LAMP Village,6,NULL,1
34.70143999,-118.13771,Lancaster,Lancaster,CA0340 Antelope Valley Assistance Program,NULL,NULL,NULL
34.04965201,-118.239562,Los Angeles,Downtown,CA0373 Far East Building,NULL,NULL,NULL
34.07147663,-118.2790218,Los Angeles,Westlake,St. Anne's Transitional Housing,8,8,5
34.19431699,-118.447104,Van Nuys,Van Nuys,CA1048 Vanowen Apartments,2,2,1
34.23217302,-118.465746,North Hills,North Hills,Columbus Project,3,11,6
34.23205601,-118.465105,North Hills,North Hills,CA0433 Penny Lane Permanent Housing Program,NULL,NULL,NULL
33.95327999,-118.373747,Inglewood,Inglewood,CA0526 Westside Residence and Employment Center,9,21,NULL
33.95327999,-118.373747,Inglewood,Inglewood,CA0520 Veterans In Progress,10,14,11
33.98825201,-118.268678,Los Angeles,Florence,HACLA Section 8 Homeless Program,4,NULL,2
34.21335502,-118.388056,North Hollywood,Sun Valley,HACLA Section8 Homeless Program,71,32,26
34.05040902,-118.2117,Los Angeles,Boyle Heights,HACLA Section 8 Homeless Program,NULL,7,NULL
34.07748101,-118.289011,Los Angeles,East Hollywood,HACLA Section 8 Homeless Program,NULL,NULL,NULL
34.220701,-118.489005,Van Nuys,Van Nuys,HACLA Section 8 Homeless Program,NULL,NULL,NULL
34.04254901,-118.243765,Los Angeles,Downtown,CES Crisis Housing Program San Julian,2,10,1
34.066679,-118.263403,Los Angeles,Westlake,CES Crisis Housing Program Languille,8,14,1
34.05261501,-118.222927,Los Angeles,Boyle Heights,CES Crisis Housing Program La Posada Youth,NULL,2,1
33.73503098,-118.291423,San Pedro,San Pedro,HIS FSC Crisis Housing,56,79,71
34.672399,-118.127542,Lancaster,Lancaster,Family Reunification Rapid Re-Housing SPA 1 AVD,NULL,7,9
34.15703236,-118.3276277,Burbank,Burbank,Family Reunification Rapid Re-Housing SPA 2 VOA,2,5,2
34.08796099,-118.02806,El Monte,El Monte,Family Reunification Rapid Re-Housing SPA 3 VOA,4,10,16
33.99812799,-118.264824,Los Angeles,South Park,Family Reunification Rapid Re-Housing SPA 4 VOA,NULL,NULL,NULL
33.99796001,-118.477857,Venice,Venice,Family Reunification Rapid Re-Housing SPA 5 STJ,NULL,NULL,8
33.98825201,-118.268678,Los Angeles,Florence,Family Reunification Rapid Re-Housing SPA 6 SSG,NULL,NULL,NULL
33.95879462,-118.0849578,Santa Fe Springs,Santa Fe Springs,Family Reunification Rapid Re-Housing SPA 7 TWC,9,26,1
33.73503098,-118.291423,San Pedro,San Pedro,Family Reunification Rapid Re-Housing SPA 8 HIS,5,7,18
33.92353389,-118.2259657,Lynwood,Lynwood,HACOLA Shelter Plus Care,17,5,NULL
33.99536401,-118.282473,Los Angeles,Vermont-Slauson,Figueroa Apartments,NULL,NULL,NULL
33.98825201,-118.268678,Los Angeles,Florence,SSG FSC Rapid Re-Housing,200,47,4
33.92248898,-118.035142,Whittier,South Whittier,ILP SPA 7 Pathways to Independence,NULL,2,1
33.98934409,-118.1639331,Bell,Bell,Bell Shelter Year Round Crisis Housing Program,17,40,1
33.94173199,-118.268532,Los Angeles,Broadway-Manchester,UBH FSC Crisis Housing SPA 6,2,18,16
34.06015902,-118.291832,Los Angeles,Koreatown,CA0365 DMH 1,3,1,2
34.06402999,-118.291446,Los Angeles,Koreatown,CA1046 DMH 8,9,12,14
34.06402999,-118.291446,Los Angeles,Koreatown,CA0862 DMH TRA,2,5,6
34.06402999,-118.291446,Los Angeles,Koreatown,CA0405 Scattered Sites,NULL,7,16
34.06402999,-118.291446,Los Angeles,Koreatown,CA1158 DMH 9,NULL,NULL,NULL
33.99045901,-118.309132,Los Angeles,Chesterfield Square,CES Crisis Housing Program CBH,5,15,3
34.02486999,-118.482558,Santa Monica,Santa Monica,CES Crisis Housing Program CITY SPA 5,1,5,2
34.04244902,-118.24485,Los Angeles,Downtown,DPSS GR Crisis Housing SPA 4,NULL,NULL,NULL
34.08726399,-118.213541,Los Angeles,Cypress Park,VASH Marmion Way,1,NULL,NULL
34.04244902,-118.24485,Los Angeles,Downtown,AB109 Transitional Housing,NULL,NULL,NULL
34.06402999,-118.291446,Los Angeles,Koreatown,CA1342 DMH MIT 11,4,NULL,1
34.06402999,-118.291446,Los Angeles,Koreatown,CA1337 DMH MIT,2,6,NULL
34.06402999,-118.291446,Los Angeles,Koreatown,CA1105 DMH,NULL,NULL,NULL
34.13992699,-117.966933,Duarte,Duarte,USHS SPA 3 Scattered Site PSH LACDA 2,8,15,1
34.13992699,-117.966933,Duarte,Duarte,USHS SPA 3 Scattered Site PSH LACDA 1,2,3,2
34.02665701,-118.291824,Los Angeles,Adams-Normandie,ILP SPA 6,2,1,1
34.04384699,-118.244336,Los Angeles,Downtown,Sec 8 PBV Gateway Apartments,1,NULL,2
34.05455399,-117.751251,Pomona,Pomona,CA1507 Pomona Operation Porchlight Rapid Re-Housing,20,19,5
34.16030599,-118.140798,Pasadena,Pasadena,Transitional Living Center (A),NULL,1,2
34.16030599,-118.140798,Pasadena,Pasadena,Transitional Living Center (B),NULL,2,3
34.16030599,-118.140798,Pasadena,Pasadena,Transitional Living Center (D),NULL,3,1
34.16030599,-118.140798,Pasadena,Pasadena,Transitional Living Center (E),1,4,6
34.16030599,-118.140798,Pasadena,Pasadena,Transitional Living Center (C),NULL,2,2
33.919242,-118.100443,Norwalk,Norwalk,ILP 2017ILP28,1,2,1
33.91419469,-118.337459,Hawthorne,Hawthorne,ILP SPA 8 2017ILP30,1,NULL,2
34.128942,-118.075806,San Gabriel,North San Gabriel,ILP SPA 3 2017ILP25,5,3,2
34.16030599,-118.140798,Pasadena,Pasadena,CES RRH Youth SPA 3,2,NULL,NULL
33.98825201,-118.268678,Los Angeles,Florence,CA1503 SPA 6 CES SSG,NULL,NULL,NULL
33.99796001,-118.477857,Venice,Venice,CA1504 HACOLA Permanent Supportive Housing,NULL,NULL,NULL
34.090465,-118.370665,West Hollywood,West Hollywood,CA0860 City of West Hollywood,2,1,NULL
34.03981702,-118.240976,Los Angeles,Downtown,Sec 8 Mod Rehab Rossmore 31,2,2,2
33.99796001,-118.477857,Venice,Venice,DHS Sponsored FHSP TBV,1,NULL,NULL
33.99796001,-118.477857,Venice,Venice,DHS Sponsored HACLA Sec8 NCH TBV,1,NULL,NULL
34.21335502,-118.388056,North Hollywood,Sun Valley,CA1492 Welcome Home 90 SPA 2,3,4,6
34.04411899,-118.245439,Los Angeles,Downtown,DMH Interim Housing Program,2,19,3
34.05324202,-118.260864,Los Angeles,Westlake,CA0914 Asian Pacific Counseling and Treatment Center,NULL,NULL,NULL
34.05324202,-118.260864,Los Angeles,Westlake,CA0328 SSG APCTC TRA Scattered Sites,NULL,NULL,NULL
34.18274699,-118.308033,Burbank,Burbank,CA1499 HELP Equal Access to Supportive Living,NULL,NULL,NULL
33.73593698,-118.289973,San Pedro,San Pedro,CA1491 HIS CoC SPA 8,3,1,2
34.05455399,-117.751251,Pomona,Pomona,Pomona Rapid Re-Housing Program (New),NULL,NULL,NULL
34.102128,-118.319414,Los Angeles,Hollywood,CES Bridge Housing Program Way In Youth,NULL,4,1
34.05240741,-118.4584795,Los Angeles,Veterans Administration,CES Bridge Housing Program,2,2,NULL
34.09115399,-118.337113,Los Angeles,Hollywood,CES Bridge Housing Program Youth,3,NULL,NULL
34.05155499,-118.448072,Los Angeles,Veterans Administration,VA Transitional Housing Westwood,NULL,NULL,NULL
34.04244902,-118.24485,Los Angeles,Downtown,CES Bridge Housing Program Open Door,3,19,3
34.02486999,-118.482558,Santa Monica,Santa Monica,CES Bridge Housing Program SPA 5,4,4,1
33.95327999,-118.373747,Inglewood,Inglewood,CES Bridge Housing Program,5,4,1
34.04224701,-118.24597,Los Angeles,Downtown,CES Bridge Housing Program,5,6,6
34.00358901,-118.309696,Los Angeles,Vermont Square,CES Bridge Housing Program,19,25,NULL
34.06507198,-118.264443,Los Angeles,Westlake,CES Bridge Housing Program Hawkes,NULL,7,1
34.066679,-118.263403,Los Angeles,Westlake,CES Bridge Housing Program Languille,2,7,NULL
34.095419,-118.309407,Los Angeles,Hollywood,CES Bridge Housing Program Youth,2,13,2
34.05261501,-118.222927,Los Angeles,Boyle Heights,CES Bridge Housing Program La Posada Youth,NULL,2,NULL
34.07748101,-118.289011,Los Angeles,East Hollywood,CES Bridge Housing Program Los Angeles,2,4,NULL
34.04411899,-118.245439,Los Angeles,Downtown,CES Bridge Housing Program,NULL,4,NULL
33.98934409,-118.1639331,Bell,Bell,CES Bridge Housing Program Bell,1,12,3
34.04244902,-118.24485,Los Angeles,Downtown,CES Bridge Housing Program,NULL,1,NULL
34.17947,-118.539769,Tarzana,Tarzana,LFH FSC Rapid Re-Housing Tarzana,NULL,NULL,NULL
34.37202801,-118.515535,Newhall,Santa Clarita,LFH FSC Rapid Re-Housing Bridge to Home,23,5,2
34.04283824,-118.2434449,Los Angeles,Downtown,CES Bridge Housing Program LAMP Village,1,NULL,NULL
34.21256552,-118.3889442,Los Angeles,Sun Valley,CES Bridge Housing Program,1,13,1
34.09778001,-118.346153,Los Angeles,Hollywood,CA1112 Michael's Village,1,NULL,NULL
34.04254901,-118.243765,Los Angeles,Downtown,CES Bridge Housing Program San Julian,4,8,1
33.99045901,-118.309132,Los Angeles,Chesterfield Square,CES Bridge Housing Program CBH,1,1,3
34.21256552,-118.3889442,Los Angeles,Sun Valley,CES Bridge Housing Program Path to Home,NULL,2,1
34.083821,-117.752071,Pomona,Pomona,CES Bridge Housing Program SPA 3,NULL,NULL,NULL
33.98934409,-118.1639331,Bell,Bell,GPD VA Service Intensive Transitional Housing,NULL,5,2
33.98934409,-118.1639331,Bell,Bell,GPD VA Low Demand Safe Haven,NULL,6,2
33.98934409,-118.1639331,Bell,Bell,GPD VA Bridge Housing Program,NULL,2,NULL
34.70143999,-118.13771,Lancaster,Lancaster,CA1345 Pathways to Permanent Housing,NULL,NULL,NULL
33.98934409,-118.1639331,Bell,Bell,GPD VA Clinical Treatment,3,10,6
33.99045901,-118.309132,Los Angeles,Chesterfield Square,CES Bridge Housing Program TCLC,2,3,1
33.96470888,-118.3089408,Los Angeles,Manchester Square,CES Bridge Housing Program NDC,NULL,NULL,NULL
34.21335091,-118.3888006,Los Angeles,Sun Valley,The Fiesta PSH,NULL,NULL,NULL
34.04465602,-118.244768,Los Angeles,Downtown,Sec 8 PBV Panama Hotel,NULL,5,2
34.04395801,-118.245543,Los Angeles,Downtown,VA Service Intensive Transitional Housing,1,11,1
34.07214899,-118.279691,Los Angeles,Westlake,CES Transitional Housing Program SPA 4,3,5,NULL
34.07214899,-118.279691,Los Angeles,Westlake,RHY Transitional Living Program,3,3,4
34.04965201,-118.239562,Los Angeles,Downtown,Sec 8 Far East Building,NULL,NULL,NULL
34.7029621,-118.2366182,Lancaster,Lancaster,Winter Shelter Program High Desert MACC,NULL,NULL,NULL
34.07937101,-118.284263,Los Angeles,Silver Lake,CA0523 Project Independence Gateways - Supportive Services,1,1,NULL
34.08796099,-118.02806,El Monte,El Monte,CES RRH Individuals SPA 3,52,NULL,NULL
33.98662206,-118.2966124,Los Angeles,Vermont-Slauson,CES Crisis Housing Program Ms. Hazel House,14,55,3
33.95327999,-118.373747,Inglewood,Inglewood,VA Bridge Housing Program,NULL,NULL,NULL
33.95327999,-118.373747,Inglewood,Inglewood,VA Low Demand Safe Haven,NULL,NULL,NULL
34.05374191,-118.3839686,Los Angeles,South Robertson,CA1594 Permanent Supportive Housing,NULL,1,2
33.99812799,-118.264824,Los Angeles,South Park,CES Crisis Housing Program Youth,7,52,NULL
33.995506,-118.291754,Los Angeles,Vermont Square,CES Bridge Housing Program Youth,NULL,3,NULL
34.02607698,-118.47029,Santa Monica,Santa Monica,CA0527 Westside Safe Haven - Residential Program,NULL,1,NULL
33.92353389,-118.2259657,Lynwood,Lynwood,DMH SCHARP Bonus,NULL,NULL,NULL
34.023492,-118.398015,Culver City,Palms,DMH Exodus Recovery Bonus,NULL,NULL,NULL
33.92353389,-118.2259657,Lynwood,Lynwood,DHS SCHARP Bonus,NULL,NULL,NULL
34.15824501,-118.133439,Pasadena,Pasadena,DMH Union Station Bonus,NULL,NULL,NULL
34.15824501,-118.133439,Pasadena,Pasadena,DHS Union Station Bonus,NULL,NULL,NULL
34.07748101,-118.289011,Los Angeles,East Hollywood,DHS PATH Bonus,NULL,NULL,NULL
34.01055701,-118.323887,Los Angeles,Leimert Park,DMH The Good Seed Bonus,2,2,1
34.093923,-118.331165,Los Angeles,Hollywood,DMH Housing Works Bonus,NULL,NULL,NULL
33.95736101,-118.277967,Los Angeles,Broadway-Manchester,CES Bridge Housing Program C4L,NULL,21,1
34.01278999,-118.27611,Los Angeles,Historic South-Central,CES Bridge Housing Program P2H,1,17,NULL
33.912304,-118.353121,Hawthorne,Hawthorne,CES Transitional Housing Hope Connections SPA 8,2,4,2
34.1749543,-118.3172747,Burbank,Burbank,CES Bridge Housing Program Hope of the Valley,6,18,1
34.04403735,-118.3177991,Los Angeles,Arlington Heights,PBV Arlington Square,2,3,1
34.212684,-118.387996,North Hollywood,Sun Valley,DMH Family Interim Housing,NULL,21,NULL
33.89902699,-118.112626,Bellflower,Bellflower,Eva's House Transitional Housing SPA 7,NULL,6,2
34.57924102,-118.124382,Palmdale,Palmdale,CDC Bringing Families Home,64,2,4
34.20510999,-118.378004,Sunland,Sun Valley,CDC Bringing Families Home SPA 2,34,1,NULL
34.08796099,-118.02806,El Monte,El Monte,CDC Bringing Families Home SPA 3,41,1,NULL
34.040065,-118.320932,Los Angeles,Arlington Heights,CDC Bringing Families Home SPA 4,43,3,96
33.99796001,-118.477857,Venice,Venice,CDC Bringing Families Home,9,NULL,NULL
33.73503098,-118.291423,San Pedro,San Pedro,CDC Bringing Families Home,37,19,8
33.99812799,-118.264824,Los Angeles,South Park,CDC Bringing Families Home SPA 6,55,NULL,NULL
34.05261501,-118.222927,Los Angeles,Boyle Heights,CES RRH Youth SPA 4,1,NULL,2
34.005881,-118.268899,Los Angeles,South Park,Restoration Re-Entry Residence Men,9,10,4
34.00571136,-118.2702072,Los Angeles,South Park,Restoration Re-Entry Residence Women,12,35,13
34.003452,-118.30389,Los Angeles,Vermont Square,Vernon House,NULL,NULL,NULL
34.00550599,-118.262952,Los Angeles,South Park,Overnight Accommodation,NULL,NULL,NULL
33.90214501,-118.239505,Compton,Compton,Maple House,NULL,NULL,NULL
34.11491401,-118.321782,Los Angeles,Hollywood Hills,CES Measure H Transitional Housing Youth Program,1,7,1
34.70143999,-118.13771,Lancaster,Lancaster,CA1501 Pathways II,NULL,NULL,NULL
34.02451886,-118.1403679,Los Angeles,Westlake,PBV Beverly Terrace,NULL,1,3
33.97914398,-118.334997,Los Angeles,Hyde Park,Silver Star Apartments,NULL,NULL,NULL
33.91658401,-118.283995,Los Angeles,Harbor Gateway North and South,PBV El Segundo Apartments,NULL,NULL,NULL
33.91754273,-118.2839817,Los Angeles,Harbor Gateway North and South,PBV 127th Street Apartments,NULL,NULL,NULL
33.91754273,-118.2839817,Los Angeles,Harbor Gateway North and South,DHS 127th Street Apartments,NULL,NULL,NULL
34.06146898,-118.259859,Los Angeles,Westlake,PBV Mosaic Gardens at Westlake,NULL,NULL,NULL
33.98163999,-118.294175,Compton,Vermont-Slauson,CES Transitional Housing Program SPA 6,NULL,4,2
34.04686699,-118.249017,Los Angeles,Downtown,VASH Rosslyn Apartments,1,1,1
33.983001,-118.294126,Los Angeles,Vermont-Slauson,CES Transitional Housing SPA 5,2,3,4
34.68903893,-118.1539324,Lancaster,Lancaster,CES Transitional Housing SPA 1,1,2,NULL
34.02229901,-118.275113,Los Angeles,Historic South-Central,GPD VA Bridge Housing Program Hope Harbor,NULL,NULL,NULL
34.02229901,-118.275113,Los Angeles,Historic South-Central,DMH Interim Housing Hope Harbor,17,30,NULL
34.102128,-118.319414,Los Angeles,Hollywood,Enhanced Emergency Shelter Program The Way In,4,23,NULL
34.16030599,-118.140798,Pasadena,Pasadena,Measure H Transitional Housing Program SPA 3,NULL,NULL,NULL
34.033004,-118.328638,Los Angeles,Jefferson Park,Measure H Transitional Housing Program SPA 6,NULL,NULL,NULL
34.01513499,-118.294575,Los Angeles,Exposition Park,CES Bridge Housing Program,2,4,2
33.73633102,-118.291633,San Pedro,San Pedro,CES Transitional Housing SPA 8,NULL,NULL,NULL
34.09115399,-118.337113,Los Angeles,Hollywood,CES Transitional Housing Program SPA 4,7,NULL,2
33.99808499,-118.27687,Los Angeles,South Park,DMH Interim Housing,NULL,NULL,NULL
33.79227402,-118.222421,Long Beach,Long Beach,CES Bridge Housing Program for Women,2,1,NULL
33.93853601,-118.037829,Whittier,South Whittier,CES Bridge Housing for Women,2,22,2
34.01909301,-118.18741,Los Angeles,East Los Angeles,CES RRH Individuals SPA 7 Helpline Youth,3,1,NULL
33.97210901,-118.045552,Whittier,Whittier,CES RRH Individuals SPA 7 Whittier FirstDay,1,NULL,NULL
34.07753298,-118.288109,Los Angeles,East Hollywood,PATH Metro Villas - Phase 1,3,NULL,NULL
34.06040699,-118.281667,Los Angeles,Westlake,CA1341 DMH Directly-Operated Bonus,NULL,NULL,NULL
33.96067601,-118.323658,Inglewood,Inglewood,Emergency Shelter,NULL,NULL,NULL
34.05491613,-118.2378365,Los Angeles,Downtown,A Bridge Home El Puente,3,12,5
34.04874999,-118.27767,Los Angeles,Pico-Union,Casa Carmen,NULL,NULL,NULL
34.04042898,-118.346898,Los Angeles,Mid-City,DHS Interim Housing Mid City 1 - Women,3,17,NULL
34.03999702,-118.347033,Los Angeles,Mid-City,DHS Interim Housing Mid City 2 - Men,5,19,5
34.05933,-118.282043,Los Angeles,Westlake,DHS Interim Housing Coronado,14,43,17
34.00358901,-118.309696,Los Angeles,Vermont Square,DHS Interim Housing Vernon,12,8,3
34.04224701,-118.24597,Los Angeles,Downtown,Healthy Living Program,3,NULL,2
34.04224701,-118.24597,Los Angeles,Downtown,Homelight Family Living,NULL,7,8
34.06402999,-118.291446,Los Angeles,Koreatown,CA1596 DMH 12,5,4,1
33.91222199,-118.264927,Los Angeles,Willowbrook,PBV Avalon Apartments,NULL,NULL,1
34.05798107,-118.0258984,El Monte,El Monte,Casitas Esperanza,NULL,NULL,NULL
34.05798107,-118.0258984,El Monte,El Monte,Casitas Tranquilas,NULL,NULL,NULL
34.70363001,-118.128415,Lancaster,Lancaster,RHY Basic Center - Emergency Shelter Program SPA 1,2,9,NULL
34.70363001,-118.128415,Lancaster,Lancaster,RHY Transitional Living Program SPA 1,1,6,NULL
34.21335502,-118.388056,North Hollywood,Sun Valley,DHS HJC to ICMS,3,NULL,NULL
34.17947,-118.539769,Tarzana,Tarzana,CES RRH Individuals Tarzana,NULL,NULL,NULL
34.27302499,-118.467376,Mission Hills,Mission Hills,CES RRH Hope of the Valley,NULL,1,NULL
34.19583298,-118.339778,Burbank,Burbank,LFH FSC Rapid Re-Housing Family Promises,13,NULL,NULL
34.37202801,-118.515535,Newhall,Santa Clarita,CES RRH Bridge to Home,3,2,NULL
33.99796001,-118.477857,Venice,Venice,CA1595 HACLA Permanent Supportive Housing,1,1,2
33.99796001,-118.477857,Venice,Venice,CA1490 HACLA Permanent Supportive Housing,3,4,3
34.20102201,-118.429302,Van Nuys,Valley Glen,DHS Crest Apartments,1,1,NULL
33.93720798,-118.238149,Los Angeles,Watts,Emergency Shelter,NULL,NULL,NULL
34.04244902,-118.24485,Los Angeles,Downtown,DMH Interim Housing,11,16,1
34.046386,-118.281873,Los Angeles,Pico-Union,DHS Interim Housing Lilly's Place,6,12,2
34.04244902,-118.24485,Los Angeles,Downtown,DHS Interim Housing,18,28,5
34.06015902,-118.291832,Los Angeles,Koreatown,CA1338 DMH,NULL,NULL,NULL
34.09296499,-118.323502,Los Angeles,Hollywood,A Bridge Home YWCA,4,5,NULL
34.28110502,-118.375293,Sylmar,Lake View Terrace,DHS Recuperative Care Lake View Terrance,1,2,1
33.99458299,-118.317889,Los Angeles,Hyde Park,DHS Recuperative Care Los Angeles,NULL,NULL,NULL
34.05661301,-118.205417,Los Angeles,Boyle Heights,DHS Recuperative Care East LA,3,8,1
33.83052299,-118.314736,Torrance,Torrance,DHS Stabilization Cabrillo,1,6,4
33.94197189,-118.2813291,Los Angeles,Vermont Vista,DHS/ODR/DM Mist Program Amelia House,NULL,NULL,NULL
33.99987599,-118.156398,Commerce,Commerce,Recuperative Care,NULL,NULL,NULL
34.02236401,-118.327981,Los Angeles,Jefferson Park,Transitional Housing Edrica's House,4,11,3
33.99796001,-118.477857,Venice,Venice,DHS Horizon Apartments,2,1,NULL
33.92643913,-118.2398609,Los Angeles,Willowbrook,DHS Willowbrook Apartments,NULL,NULL,NULL
33.99796001,-118.477857,Venice,Venice,CA1687 HACOLA Permanent Supportive Housing,17,21,9
33.92242851,-118.2389473,Los Angeles,Watts,DMH Emergency Housing,NULL,NULL,NULL
33.99796001,-118.477857,Venice,Venice,CA0474 HACLA Permanent Supportive Housing TRA,NULL,NULL,1
33.99796001,-118.477857,Venice,Venice,CA0995 HACLA Permanent Supportive Housing TRA,2,1,1
33.99796001,-118.477857,Venice,Venice,CA0329 HACLA Permanent Supportive Housing TRA,NULL,NULL,NULL
34.24347602,-118.598678,Chatsworth,Chatsworth,Cal Works Homeless Assistance Program 82 West Valley (Vouchers),NULL,NULL,NULL
34.20820199,-118.44896,Van Nuys,Van Nuys,Cal Works Homeless Assistance Program 11 East Valley (Vouchers),NULL,NULL,NULL
34.075825,-118.195458,Los Angeles,Montecito Heights,Cal Works Homeless Assistance Program 66 Licoln Heights (Vouchers),NULL,NULL,NULL
34.02280301,-118.216003,Los Angeles,Boyle Heights,Cal Works Homeless Assistance Program 15 Metro East (Vouchers),NULL,NULL,NULL
34.061113,-118.281373,Los Angeles,Westlake,Cal Works Homeless Assistance Program 38 Metro North (Vouchers),NULL,NULL,NULL
34.02636201,-118.27252,Los Angeles,Historic South-Central,Cal Works Homeless Assistance Program 13 Metro Family (Vouchers),NULL,NULL,NULL
34.01618101,-118.292083,Los Angeles,Exposition Park,Cal Works Homeless Assistance Program 12 Expo Park (Vouchers),NULL,NULL,NULL
33.96338399,-118.291337,Los Angeles,Vermont Knolls,Cal Works Homeless Assistance Program 83 SW Family (Vouchers),NULL,NULL,NULL
33.93838798,-118.291414,Los Angeles,Vermont Vista,Cal Works Homeless Assistance Program 27 S Central (Vouchers),NULL,NULL,NULL
34.03635399,-118.435246,Los Angeles,West Los Angeles,Cal Works Homeless Assistance Program 60 Rancho Park (Vouchers),NULL,NULL,NULL
34.06107,-117.786683,Pomona,Pomona,Cal Works Homeless Assistance Program 36 Pomona (Vouchers),NULL,NULL,NULL
34.06937299,-118.06832,El Monte,El Monte,Cal Works Homeless Assistance Program 04 El Monte (Vouchers),NULL,NULL,NULL
34.06947349,-118.0686891,El Monte,El Monte,Cal Works Homeless Assistance Program 20 San Gabriel (Vouchers),NULL,NULL,NULL
34.41658201,-118.476805,Canyon Country,Santa Clarita,Cal Works Homeless Assistance Program 51 Santa Clarita (Vouchers),NULL,NULL,NULL
34.01966998,-118.152621,Los Angeles,East Los Angeles,Cal Works Homeless Assistance Program 05 Belvedere (Vouchers),NULL,NULL,NULL
33.98183801,-118.241868,Los Angeles,Florence-Firestone,Cal Works Homeless Assistance Program 17 Florence (Vouchers),NULL,NULL,NULL
33.96000998,-118.1851,Cudahy,Cudahy,Cal Works Homeless Assistance Program 06 Cudahy (Vouchers),NULL,NULL,NULL
33.88904598,-118.220535,Compton,Compton,Cal Works Homeless Assistance Program 26 Compton (Vouchers),NULL,NULL,NULL
